,x,y,z
0,-4.210090160369873,67.38999938964844,406.95098876953125
1,-4.153840065002441,67.40010070800781,406.97900390625
2,-4.153840065002441,67.40010070800781,406.97900390625
3,-4.086860179901123,67.38970184326172,406.9419860839844
4,2.2238399982452393,57.48320007324219,410.8420104980469
5,2.2215499877929688,57.55870056152344,410.8240051269531
6,-4.086860179901123,67.38970184326172,406.9419860839844
7,-4.102109909057617,67.33419799804688,406.9960021972656
8,11.01159954071045,65.50409698486328,387.0669860839844
9,11.02970027923584,65.4574966430664,387.00299072265625
10,-27.535200119018555,56.8047981262207,391.0169982910156
11,-27.555200576782227,56.725101470947266,391.00799560546875
12,-4.210090160369873,67.38999938964844,406.95098876953125
13,-4.247769832611084,67.39340209960938,406.8699951171875
14,10.449899673461914,65.42659759521484,386.82598876953125
15,10.441100120544434,65.3895034790039,386.7200012207031
16,-4.299590110778809,67.30249786376953,406.9200134277344
17,-4.247769832611084,67.39340209960938,406.8699951171875
18,10.816699981689453,65.48809814453125,387.0159912109375
19,10.79990005493164,65.42530059814453,386.91900634765625
20,6.484370231628418,65.65730285644531,385.4930114746094
21,6.451459884643555,65.59549713134766,385.3970031738281
22,-18.524599075317383,43.997798919677734,415.2760009765625
23,-18.52239990234375,43.98249816894531,415.1579895019531
24,-27.54400062561035,56.41109848022461,392.2359924316406
25,-27.554000854492188,56.3047981262207,392.1780090332031
26,3.9782299995422363,65.7593994140625,384.3869934082031
27,3.934580087661743,65.70459747314453,384.281005859375
28,-16.362300872802734,68.93920135498047,377.34100341796875
29,-16.39739990234375,69.02439880371094,377.4289855957031
30,-18.525400161743164,44.24509811401367,415.5880126953125
31,-18.603300094604492,44.213199615478516,415.4909973144531
32,2.205859899520874,57.35660171508789,410.8210144042969
33,2.2238399982452393,57.48320007324219,410.8420104980469
34,9.196849822998047,65.46749877929688,386.281005859375
35,9.22070026397705,65.55970001220703,386.3689880371094
36,25.58289909362793,58.082401275634766,391.2799987792969
37,25.629499435424805,58.17100143432617,391.1960144042969
38,-2.740180015563965,55.88759994506836,412.3949890136719
39,-2.7642199993133545,56.01359939575195,412.3699951171875
40,-19.253599166870117,46.19269943237305,417.52899169921875
41,-19.354700088500977,46.19110107421875,417.4460144042969
42,-18.86639976501465,45.43659973144531,416.7909851074219
43,-18.74850082397461,45.39310073852539,416.7539978027344
44,-24.314199447631836,51.96889877319336,398.1549987792969
45,-24.430599212646484,51.984100341796875,398.2139892578125
46,-3.9186699390411377,52.543701171875,411.0690002441406
47,-3.9433200359344482,52.52439880371094,410.9410095214844
48,8.416540145874023,65.58049774169922,386.0610046386719
49,8.46780014038086,65.47100067138672,386.0069885253906
50,27.146299362182617,60.135799407958984,397.3340148925781
51,27.15959930419922,60.246299743652344,397.2619934082031
52,-14.969300270080566,68.03900146484375,376.9700012207031
53,-14.929699897766113,68.07869720458984,377.09100341796875
54,-13.805999755859375,67.28700256347656,376.85101318359375
55,-13.759400367736816,67.36270141601562,376.95098876953125
56,10.441100120544434,65.3895034790039,386.7200012207031
57,10.340399742126465,65.32589721679688,386.6579895019531
58,-1.0119800567626953,56.443599700927734,411.8580017089844
59,-0.9909639954566956,56.56549835205078,411.8039855957031
60,2.094939947128296,65.78079986572266,383.36700439453125
61,2.0710699558258057,65.66889953613281,383.2950134277344
62,-25.694700241088867,53.564701080322266,403.0610046386719
63,-25.6658992767334,53.69770050048828,403.0530090332031
64,-2.113729953765869,56.26839828491211,412.1549987792969
65,-2.074690103530884,56.37080001831055,412.072998046875
66,-19.122400283813477,46.02149963378906,417.406005859375
67,-19.23349952697754,45.9984016418457,417.32598876953125
68,5.995719909667969,65.66960144042969,385.2850036621094
69,6.135570049285889,65.660400390625,385.2860107421875
70,2.3041698932647705,65.77259826660156,383.5369873046875
71,2.32955002784729,65.65299987792969,383.4679870605469
72,13.890700340270996,65.43319702148438,387.97100830078125
73,14.021400451660156,65.38829803466797,387.99798583984375
74,23.732099533081055,67.56230163574219,389.8210144042969
75,23.815500259399414,67.48190307617188,389.739990234375
76,-4.524250030517578,67.29350280761719,406.8190002441406
77,-4.540780067443848,67.36499786376953,406.697998046875
78,6.246099948883057,65.6675033569336,385.375
79,6.135570049285889,65.660400390625,385.2860107421875
80,-6.515870094299316,51.465599060058594,411.7850036621094
81,-6.457890033721924,51.49290084838867,411.6579895019531
82,10.083000183105469,65.42900085449219,386.6510009765625
83,10.04699993133545,65.33419799804688,386.5509948730469
84,-21.616899490356445,48.87730026245117,414.0889892578125
85,-21.67449951171875,48.79349899291992,413.9880065917969
86,-4.247769832611084,67.39340209960938,406.8699951171875
87,-4.357759952545166,67.37750244140625,406.77801513671875
88,5.995719909667969,65.66960144042969,385.2850036621094
89,6.027369976043701,65.54419708251953,385.2200012207031
90,-0.17402000725269318,67.060302734375,408.0299987792969
91,-0.11890099942684174,67.1624984741211,407.9429931640625
92,28.26180076599121,66.86910247802734,390.6419982910156
93,28.174800872802734,66.8124008178711,390.5379943847656
94,-27.531700134277344,56.63349914550781,391.7900085449219
95,-27.608400344848633,56.53969955444336,391.70599365234375
96,-26.631099700927734,55.07229995727539,397.5069885253906
97,-26.67930030822754,55.204898834228516,397.4639892578125
98,-18.51889991760254,44.95439910888672,416.28900146484375
99,-18.625699996948242,44.91780090332031,416.1940002441406
100,-6.593329906463623,54.660400390625,413.6549987792969
101,-6.456240177154541,54.612098693847656,413.62799072265625
102,23.030500411987305,56.842098236083984,397.84100341796875
103,22.924400329589844,56.87200164794922,397.74200439453125
